,user_id,treatment,if_on,live_date,gender,age_range,live_stream_duration,live_stream_cnt,total_watching_duration,receive_amount,like_cnt,comment_cnt,share_cnt,voice_comment_cnt
2174380,813242839,0,0,2018-12-18,F,31-40,9355,1,281213,3.0,801,351,6,0
576031,68994423,0,0,2018-12-20,M,24-30,2342,2,3834,11.0,493,60,3,0
2401986,663889398,0,0,2018-12-09,F,31-40,182,6,0,0.0,0,0,0,0
55833,178742070,0,0,2018-12-19,F,31-40,15589,3,374236,458.0,3790,732,24,0
2749884,970100523,1,0,2018-12-03,M,24-30,8769,1,2456895,43.0,60291,3095,110,0
1324190,739493282,1,0,2018-12-04,M,31-40,651,5,304,0.0,3,0,0,5
2962858,686568361,0,0,2018-12-15,F,31-40,56,1,0,0.0,0,0,0,0
330200,166581013,0,0,2018-12-20,F,24-30,1062,3,606,2.0,2,7,0,0
1672010,26051607,0,0,2018-12-16,M,24-30,87,2,0,0.0,0,0,0,0
1275549,563558744,0,0,2018-12-04,F,31-40,8896,3,25007,2.0,10116,129,13,37
1057999,771442861,1,0,2018-12-06,M,31-40,4393,1,321259,22.0,532,130,12,0
3030823,1025933699,0,0,2018-12-14,F,41-49,5522,7,5844,4.0,491,60,1,44
1922378,935932397,1,0,2018-12-09,M,31-40,22676,4,762280,672.0,3067,1283,21,0
661807,380418627,1,0,2018-12-03,F,24-30,5020,2,18959,944.0,3824,133,4,0
2564038,250346033,0,0,2018-12-14,F,24-30,3332,1,12624,89.0,477,52,5,0
1894371,785183825,1,0,2018-12-02,M,50+,25,1,0,0.0,0,0,0,0
414732,464872292,1,0,2018-12-19,F,18-23,43,1,12,0.0,0,0,0,0
2916365,501334429,0,0,2018-12-16,F,24-30,4165,1,23870,856.0,459,206,3,0
1853032,652441254,0,0,2018-12-19,F,18-23,6248,1,6496,20.0,96,57,1,3
2854646,317808658,0,0,2018-12-06,F,18-23,104,1,11,0.0,0,0,0,0
601153,148075984,0,0,2018-12-09,M,18-23,1078,1,677,0.0,56,0,0,0
705790,503276063,1,0,2018-12-01,F,31-40,5256,1,64729,130.0,9117,66,12,0
2713196,773525833,1,0,2018-12-15,F,31-40,145,1,13,0.0,0,0,0,0
2456751,857776559,0,0,2018-12-15,F,50+,1220,1,1796,2.0,14,16,0,0
2049826,390329972,0,0,2018-12-10,F,41-49,2125,1,2223,8.0,18,35,0,0
1749057,302351111,0,0,2018-12-02,M,18-23,4169,3,58154,458.0,2377,125,1,0
477691,695234112,0,0,2018-12-16,M,41-49,3047,1,24790,9.0,875,29,1,0
1418566,105175794,0,0,2018-12-14,M,31-40,1080,1,1829,20.0,650,6,0,0
1922030,931140831,1,0,2018-12-04,F,24-30,4490,1,25487,791.0,525,194,0,0
2620335,445706432,1,0,2018-12-12,M,31-40,580,1,14,0.0,0,0,0,0
2489470,9158645,0,0,2018-12-15,M,18-23,32725,4,517106,1299.0,6050,1147,7,0
2122756,638204326,1,0,2018-12-17,M,24-30,178,1,1,0.0,0,0,0,0
682722,436227445,1,0,2018-12-12,M,31-40,4349,2,6233,27.0,7,50,0,0
2969586,707968207,0,0,2018-12-02,F,31-40,622,1,20617,85.0,819,122,1,0
979124,483630596,0,0,2018-12-10,M,41-49,5549,1,91364,3.0,2875,262,8,0
1399814,43432866,1,0,2018-12-04,F,18-23,5399,3,14922,195.0,386,118,1,0
1854165,656815598,1,0,2018-12-18,M,18-23,1539,1,12,0.0,0,0,0,0
1436899,161977578,0,0,2018-12-13,F,31-40,480,3,966,28.0,2,0,0,0
2771193,16215262,0,0,2018-12-04,M,24-30,70,1,40,0.0,0,0,0,0
3142534,364380093,1,0,2018-12-15,F,31-40,7306,2,93935,25.0,1728,102,5,0
1725485,206430780,0,0,2018-12-11,M,18-23,2597,1,4839,0.0,53,3,0,0
1894966,787517104,0,0,2018-12-20,M,50+,738,1,133,0.0,34,0,1,0
538487,967129983,0,0,2018-12-07,M,31-40,622,2,147,0.0,5,6,0,0
1727393,213293350,0,0,2018-12-09,M,24-30,308,2,10,0.0,0,0,0,0
595771,132658348,1,0,2018-12-08,M,31-40,3892,4,7543,2.0,49,22,0,0
726598,587101480,1,0,2018-12-15,F,41-49,14196,4,3869943,2666.0,26479,701,139,0
1854331,657536955,1,0,2018-12-18,F,24-30,732,1,2275,19.0,132,14,0,1
3017362,893569220,0,0,2018-12-13,M,24-30,4272,3,2172,23.0,89,0,0,0
1720936,187193458,0,0,2018-12-01,F,18-23,40098,6,126718,6.0,15450,70,4,0
1800660,458753292,0,0,2018-12-17,M,24-30,172,2,2,0.0,0,0,0,0
1111831,8894010,0,0,2018-12-01,M,24-30,3320,4,3802,14.0,774,24,0,0
1887201,762576838,0,0,2018-12-10,M,24-30,53,1,5,0.0,0,0,0,0
3426434,382614445,0,0,2018-12-04,F,24-30,7983,2,30449,168.0,2997,312,2,0
1533171,487926071,0,0,2018-12-08,M,24-30,2080,3,1631,0.0,284,5,0,0
2539400,161066531,1,0,2018-12-14,M,24-30,1490,2,734,0.0,823,1,0,0
3211079,577257953,0,0,2018-12-06,F,50+,8730,2,302073,4.0,1740,303,15,0
1862359,686080574,0,0,2018-12-05,F,50+,57,1,0,0.0,0,0,0,0
3453838,456027603,0,0,2018-12-20,F,31-40,1614,2,196,0.0,10,1,0,0
1853660,654767019,1,0,2018-12-05,F,24-30,1667,1,5072,0.0,32,54,0,0
2241754,92080953,0,0,2018-12-08,M,31-40,1912,2,6818,0.0,185,13,0,0
3135355,340756246,0,0,2018-12-19,F,24-30,6875,2,313260,2.0,8264,73,11,0
1697912,111503532,0,0,2018-12-17,M,24-30,11084,2,12253,0.0,8,5,0,23
2125297,646494673,1,0,2018-12-15,F,31-40,77,3,2,0.0,0,0,0,0
2621456,449171205,1,0,2018-12-19,F,31-40,4011,1,15368,250.0,614,78,1,0
3584238,1042842689,1,0,2018-12-04,M,18-23,1766,2,9159,0.0,46,14,0,0
146463,489214960,0,0,2018-12-08,M,18-23,16531,5,39891,15.0,532,407,2,19
2693715,714592517,1,0,2018-12-02,F,41-49,4345,2,17235,25.0,286,124,4,1
296526,62917414,0,0,2018-12-12,F,18-23,129,2,2,0.0,0,0,0,0
1851784,647895817,0,0,2018-12-09,M,41-49,1361,2,125,0.0,12,0,0,0
2414420,708795233,0,0,2018-12-06,M,41-49,6498,2,190299,140.0,10566,137,20,0
1658388,1102698047,0,0,2018-12-16,M,24-30,3241,3,3385,0.0,23,43,0,0
3098387,186020782,1,0,2018-12-11,M,18-23,2934,2,3339,12.0,170,23,0,0
1776871,399453532,1,0,2018-12-13,F,18-23,28,1,0,0.0,0,0,0,0
422865,485968328,0,0,2018-12-10,F,50+,760,1,596,0.0,8,1,0,0
1204375,339979063,0,0,2018-12-20,M,24-30,886,4,310,0.0,1,0,0,0
706066,504146218,1,0,2018-12-05,F,31-40,9442,5,147986,5470.0,1288,585,12,0
3395781,257289765,0,0,2018-12-03,M,31-40,94,1,19,0.0,0,0,0,0
1373587,1003928622,0,0,2018-12-07,F,31-40,11175,1,244715,4097.0,2444,575,12,0
350107,240531604,1,0,2018-12-18,M,41-49,555,3,36,0.0,0,0,0,0
412328,458760524,1,0,2018-12-03,F,24-30,1477,1,3178,87.0,260,24,1,0
272325,1100712184,1,0,2018-12-03,M,24-30,23749,3,34568,261.0,176,148,34,0
126467,432664466,0,0,2018-12-16,M,31-40,343,1,376,0.0,1,8,0,3
123368,426104679,0,0,2018-12-02,M,18-23,2352,6,483,0.0,99,9,0,0
159090,533748735,1,0,2018-12-18,M,31-40,389,1,21,0.0,0,0,0,0
641139,302070136,0,0,2018-12-16,M,41-49,423,1,5,0.0,0,0,0,0
1258584,496048808,1,0,2018-12-14,F,50+,13258,1,50291,2011.0,1641,434,4,0
3163127,422560241,0,0,2018-12-06,F,41-49,7158,3,17332,4.0,2206,112,0,0
2374483,550286090,0,0,2018-12-15,F,31-40,1379,1,927,0.0,41,10,0,0
3077440,117306708,0,0,2018-12-04,M,24-30,1239,1,2185,0.0,27,6,0,0
3044730,12116857,1,0,2018-12-12,F,18-23,1704,3,4446,17.0,36,54,0,0
106210,380338244,0,0,2018-12-19,M,41-49,21267,9,50161,541.0,2145,362,10,2
2823688,186723860,1,0,2018-12-17,F,50+,76,1,44,0.0,2,0,0,0
1890055,771969702,1,0,2018-12-03,F,50+,7504,8,7524,66.0,445,84,2,1
517513,828129537,1,0,2018-12-12,F,31-40,12401,3,44464,1338.0,1343,471,14,0
641552,304028703,1,0,2018-12-18,M,24-30,9,1,0,0.0,0,0,0,0
2414310,708296397,0,0,2018-12-14,M,24-30,2315,2,1706,0.0,22,35,2,0
1572988,645650378,0,0,2018-12-13,F,24-30,675,3,2040,0.0,921,10,0,0
1280330,585626088,0,0,2018-12-01,F,24-30,3453,2,25440,47.0,361,74,3,95
1881318,746346351,0,0,2018-12-13,F,31-40,15046,2,150217,22.0,3149,258,0,0
1629142,836205938,0,0,2018-12-20,F,50+,102,1,70,0.0,0,0,0,0
446648,576455504,0,0,2018-12-04,F,24-30,10918,6,16882,6.0,106,274,8,0
2871012,374638496,1,0,2018-12-01,M,18-23,199,1,66,0.0,0,0,0,0
2640704,506995998,1,0,2018-12-18,M,41-49,3182,1,4652,3.0,40,1,0,72
3303786,989633813,1,0,2018-12-09,M,41-49,24,1,0,0.0,0,0,0,0
1410608,78250675,0,0,2018-12-15,F,18-23,34,1,6,0.0,0,0,0,0
1327539,750030120,0,0,2018-12-17,M,18-23,117,2,137,10.0,5,0,0,0
1620866,802118833,0,0,2018-12-13,M,41-49,11,1,0,0.0,0,0,0,0
329131,163695793,1,0,2018-12-06,M,31-40,1387,1,2502,3.0,39,20,0,0
3333621,47504280,0,0,2018-12-18,M,18-23,3598,2,8465,10.0,842,36,1,0
3503816,643494428,1,0,2018-12-15,M,18-23,163,1,0,0.0,0,0,0,0
3027959,992687044,0,0,2018-12-09,M,41-49,65,1,18,0.0,8,1,0,0
2189049,890407550,0,0,2018-12-16,M,50+,22,1,12,0.0,0,0,0,0
570296,49678438,1,0,2018-12-13,M,18-23,633,2,251,1.0,51,0,0,0
1678131,48184510,1,0,2018-12-06,M,50+,1791,1,357,0.0,8,1,0,0
3249460,718011631,1,0,2018-12-12,F,31-40,106,1,18,0.0,0,0,0,0
1288536,620364259,1,0,2018-12-19,F,31-40,3263,3,6466,11.0,61,74,2,0
977418,477839070,0,0,2018-12-13,F,24-30,3194,1,36717,110.0,362,319,5,0
3488419,579532868,0,0,2018-12-20,M,31-40,3079,2,4450,50.0,24,34,4,22
287261,30880591,0,0,2018-12-17,M,24-30,208,1,0,0.0,0,0,0,0
524497,864779722,0,0,2018-12-17,F,50+,1406,5,2256,3.0,223,33,0,0
335595,191466601,1,0,2018-12-03,F,18-23,7404,2,144712,3427.0,2925,737,11,0
2986938,763412544,1,0,2018-12-18,F,31-40,270,2,383,0.0,1,4,0,1
134981,457442375,1,0,2018-12-06,F,31-40,528,1,176,0.0,0,1,0,0
2509428,68223482,0,0,2018-12-17,M,18-23,1597,3,934,0.0,32,14,0,0
3348027,96363545,0,0,2018-12-17,M,24-30,1925,3,24374,40.0,255,66,1,0
1273475,553632880,0,0,2018-12-16,M,41-49,7422,2,58297,72.0,1893,162,3,29
52839,165779068,0,0,2018-12-20,M,31-40,77,1,9,0.0,0,0,0,0
1386085,1146939893,0,0,2018-12-16,F,31-40,14987,5,63427,6180.0,2897,315,6,0
1347150,814020384,0,0,2018-12-16,M,18-23,6017,1,847291,8746.0,21281,429,20,0
1197614,311191915,1,0,2018-12-19,M,31-40,798,1,352,0.0,15,0,0,0
3441897,425039581,0,0,2018-12-17,F,31-40,130,2,8,0.0,0,0,0,0
3132040,327430544,1,0,2018-12-19,M,31-40,2332,1,7522,14.0,3947,20,0,14
2720326,797631954,1,0,2018-12-16,M,24-30,197,1,4,0.0,0,0,0,0
2748365,952723527,1,0,2018-12-19,M,31-40,4290,1,14339,112.0,599,154,1,47
91035,329301817,0,0,2018-12-16,M,18-23,407,2,214,0.0,55,1,0,0
2050775,393510149,1,0,2018-12-06,M,24-30,268,1,187,1.0,1,0,0,0
1641442,913316335,0,0,2018-12-02,F,24-30,2618,3,2814,10.0,475,37,0,6
1168248,190856154,0,0,2018-12-13,M,18-23,395,1,966,0.0,95,12,0,0
904799,235984860,0,0,2018-12-09,F,18-23,78,1,109,0.0,1,0,0,0
635299,274624081,1,0,2018-12-20,M,24-30,1189,1,1425,1.0,3,19,0,0
518831,834054755,1,0,2018-12-05,M,41-49,1431,5,54,0.0,0,0,0,0
1001517,569835117,0,0,2018-12-12,F,24-30,308,2,298,0.0,14,2,0,0
652903,352058100,1,0,2018-12-19,F,31-40,3346,2,6970,33.0,253,67,0,0
12810,41652949,0,0,2018-12-20,M,18-23,279,1,51,0.0,0,0,0,0
2336270,428436856,1,0,2018-12-03,M,24-30,47,1,0,0.0,0,0,0,0
914395,275115575,0,0,2018-12-06,M,31-40,978,2,1324,13.0,94,15,0,0
99653,360389679,0,0,2018-12-14,F,24-30,4,1,0,0.0,0,0,0,0
2749636,968098380,1,0,2018-12-15,M,41-49,26880,9,78798,106.0,1920,109,5,0
112200,398051485,1,0,2018-12-20,F,31-40,114,2,48,0.0,0,0,0,0
830145,1114251714,0,0,2018-12-15,M,41-49,2235,7,3969,0.0,529,56,3,3
1336269,776098591,1,0,2018-12-15,M,41-49,30,1,0,0.0,0,0,0,0
587840,106271767,0,0,2018-12-17,M,31-40,1228,1,690,0.0,1,18,0,0
380425,372155863,0,0,2018-12-14,F,24-30,925,1,810,0.0,0,4,0,0
895945,207113498,1,0,2018-12-13,M,31-40,1109,2,2218,98.0,36,14,0,0
292979,51389638,0,0,2018-12-20,F,24-30,2447,2,20542,219.0,312,138,1,0
31209,101667878,1,0,2018-12-02,F,31-40,1655,7,367,0.0,275,0,0,0
2393238,632035563,0,0,2018-12-14,F,50+,16915,3,284122,2393.0,17623,706,13,0
2867781,364829918,1,0,2018-12-02,F,24-30,13380,3,26203,272.0,209,64,7,0
1699588,116813512,1,0,2018-12-02,F,24-30,638,1,1709,2.0,75,7,0,0
16459,50596728,0,0,2018-12-18,M,24-30,1190,2,3222,3.0,804,12,0,8
2111544,589441677,0,0,2018-12-01,M,24-30,758,1,135,0.0,4,2,0,0
1702096,125402391,0,0,2018-12-09,F,18-23,260,1,716,0.0,108,8,0,0
3188482,488629621,1,0,2018-12-02,M,31-40,1118,1,8,0.0,0,0,0,0
3291340,876275074,0,0,2018-12-17,F,41-49,1747,7,3189,57.0,231,30,0,0
3135146,340007381,0,0,2018-12-13,M,31-40,2821,1,6006,0.0,54,78,0,3
657604,367772539,0,0,2018-12-07,F,24-30,3841,1,2800,3.0,283,21,0,0
2981805,746937800,0,0,2018-12-10,M,31-40,1863,2,2605,0.0,28,26,0,7
1406320,61760916,1,0,2018-12-10,M,24-30,84,1,0,0.0,0,0,0,0
396823,418999673,0,0,2018-12-04,F,18-23,2056,3,9068,30.0,468,49,1,0
2145507,719187436,0,0,2018-12-06,M,41-49,3207,5,45548,274.0,784,64,0,0
2526083,121897609,1,0,2018-12-07,F,24-30,2259,1,652104,793.0,4443,1114,15,0
3335273,51879976,1,0,2018-12-17,M,18-23,1400,2,1565,2.0,14,42,0,0
1478150,330848774,1,0,2018-12-06,F,18-23,868,4,1550,0.0,76,12,0,0
633272,265363492,1,0,2018-12-17,M,31-40,5152,3,49401,73.0,432,147,12,0
2098706,532605508,1,0,2018-12-13,M,31-40,62,1,7,0.0,0,0,0,0
2776696,29271058,1,0,2018-12-04,F,24-30,553,1,1902,0.0,37,42,0,0
1193262,289422310,0,0,2018-12-20,F,18-23,3916,6,4135,95.0,23,84,6,0
1648351,984348153,0,0,2018-12-17,F,41-49,5720,8,16700,22.0,717,90,5,58
1835694,583130246,0,0,2018-12-17,M,24-30,425,1,40,0.0,4,0,0,0
361328,295998431,0,0,2018-12-07,M,41-49,197,1,10,0.0,0,0,0,0
2905486,468006108,1,0,2018-12-02,F,50+,15264,3,61517,534.0,16414,231,4,0
1933339,1066916926,1,0,2018-12-15,F,31-40,643,1,1032,49.0,1,3,0,0
1354879,851445889,0,0,2018-12-15,F,31-40,1578,2,2240,0.0,140,34,0,0
327897,159952391,1,0,2018-12-20,M,24-30,1295,2,1652,0.0,20,3,2,0
97103,352336634,1,0,2018-12-01,M,41-49,2771,1,11695,91.0,582,67,0,0
2233151,59997278,0,0,2018-12-14,F,18-23,4476,6,3701,12.0,139,40,0,0
1470189,294960389,1,0,2018-12-03,F,24-30,5093,5,20324,868.0,2876,243,0,0
2001617,200862239,1,0,2018-12-01,M,31-40,2163,1,1052,0.0,11,2,0,0
2974301,722988056,0,0,2018-12-15,M,41-49,460,1,130,0.0,0,0,0,0
785213,785299441,0,0,2018-12-16,M,41-49,1177,3,2104,1.0,26,8,1,0
1510940,429155177,0,0,2018-12-16,F,24-30,168,2,441,0.0,7,3,0,0
1207987,351936424,0,0,2018-12-05,F,31-40,9405,4,17297,221.0,6730,202,0,0
1230951,419504639,0,0,2018-12-11,F,41-49,24,1,0,0.0,0,0,0,0
1688389,80969171,1,0,2018-12-02,M,18-23,177,1,9,0.0,0,0,0,0
890861,185322768,0,0,2018-12-19,F,24-30,6302,1,127842,0.0,1248,193,2,0
2121101,632487420,0,0,2018-12-15,M,31-40,487,1,769,0.0,85,3,0,0
3506304,652827713,0,0,2018-12-05,F,24-30,5998,4,9853,16.0,493,98,0,0
860365,85408863,1,0,2018-12-18,F,24-30,7834,3,86397,0.0,1839,198,2,7
3120796,273676714,0,0,2018-12-14,M,24-30,141,2,0,0.0,0,0,0,0
1354366,847981272,0,0,2018-12-14,M,41-49,132,3,13,0.0,0,0,0,0
1938887,1120702762,0,0,2018-12-16,F,31-40,1402,1,3033,8.0,218,15,0,1
1908125,839816026,1,0,2018-12-15,M,41-49,999,4,94,0.0,0,0,0,1
1354957,852347374,0,0,2018-12-14,M,31-40,54,1,0,0.0,0,0,0,0
1370075,962451407,0,0,2018-12-04,M,41-49,376,3,78,0.0,0,0,0,0
2636282,492110998,1,0,2018-12-16,F,18-23,782,2,526,0.0,6,10,0,0
1186599,256453387,1,0,2018-12-18,F,24-30,5212,3,13632,27.0,79,86,1,0
507032,790751170,0,0,2018-12-01,M,24-30,526,2,138,0.0,2,0,0,0
3226334,641265676,1,0,2018-12-20,F,31-40,3261,1,11814,40.0,91,103,1,0
1088310,915166181,0,0,2018-12-10,M,31-40,879,2,713,0.0,13,6,0,0
2580433,328543100,1,0,2018-12-19,M,18-23,1017,1,1211,0.0,13,18,0,0
1340651,792162912,0,0,2018-12-13,F,24-30,1725,2,1364,2.0,334,26,2,0
2842100,255031502,0,0,2018-12-08,F,24-30,134,2,7,0.0,0,0,0,0
694127,466671898,0,0,2018-12-02,F,24-30,4403,2,3217,24.0,304,17,0,0
1218825,384912783,1,0,2018-12-02,M,18-23,3992,2,12920,151.0,365,118,1,0
377041,361119552,0,0,2018-12-14,F,18-23,10240,2,1442193,27343.0,63172,862,68,0
2228414,48072482,0,0,2018-12-18,M,18-23,1153,1,1845,15.0,133,16,0,0
1458797,241322961,0,0,2018-12-10,M,24-30,1557,2,3325,0.0,68,4,0,0
918205,294449773,1,0,2018-12-18,M,31-40,376,2,8,0.0,0,0,0,0
2333084,420974895,0,0,2018-12-12,M,41-49,3876,2,4948,5.0,151,3,3,8
3349655,101073276,1,0,2018-12-16,F,24-30,662,1,498,2.0,1,0,0,0
2983686,753137734,0,0,2018-12-09,M,18-23,1209,3,1200,0.0,28,29,0,0
3244593,701957918,0,0,2018-12-10,F,31-40,1466,1,2075,1.0,4,26,1,0
2009336,229276001,0,0,2018-12-09,F,24-30,32858,10,40570,979.0,776,180,4,154
3263186,759240572,1,0,2018-12-18,F,24-30,790,2,511,0.0,6,8,0,0
2990849,774346155,1,0,2018-12-14,M,41-49,5065,3,18242,71.0,2442,69,5,0
536267,942759624,1,0,2018-12-19,F,31-40,132,1,24,0.0,0,0,0,0
1511449,429883996,1,0,2018-12-15,M,24-30,38,1,6,0.0,0,0,0,0
2598772,390782628,0,0,2018-12-08,M,31-40,897,1,1568,10.0,72,13,0,4
805207,878983512,0,0,2018-12-12,M,50+,8,1,0,0.0,0,0,0,0
2793556,88526228,0,0,2018-12-08,M,18-23,24210,12,26114,1.0,1302,35,1,0
1785910,422211670,0,0,2018-12-05,M,41-49,45,1,0,0.0,0,0,0,0
3182732,472183048,1,0,2018-12-18,F,24-30,96,1,80,0.0,0,0,0,0
670299,403860968,0,0,2018-12-17,F,31-40,18618,3,237845,975.0,3655,628,22,0
440985,552091164,0,0,2018-12-08,M,18-23,6470,3,26562,332.0,303,58,0,1
171734,590158231,0,0,2018-12-12,M,31-40,5793,1,17401,59.0,564,133,0,35
2697462,726879051,0,0,2018-12-20,F,24-30,863,1,2194,20.0,23,24,0,0
2803967,121624787,0,0,2018-12-15,F,24-30,603,1,468,100.0,0,15,0,0
1570678,637605601,0,0,2018-12-10,F,24-30,1626,5,4420,0.0,106,13,0,1
3205592,551644209,1,0,2018-12-05,F,24-30,8663,1,387430,31451.0,4193,1358,16,0
2422563,734768128,1,0,2018-12-15,F,24-30,651,1,449,0.0,2,7,0,0
3195066,511267158,1,0,2018-12-01,M,24-30,2125,1,153091,9.0,5349,54,12,0
3464131,485532208,1,0,2018-12-13,M,41-49,132,1,97,0.0,44,0,0,0
253471,901753229,0,0,2018-12-05,M,31-40,10595,2,28891,1391.0,1217,257,9,0
289631,43509220,0,0,2018-12-09,M,24-30,15406,7,201693,157.0,259,340,0,0
3440472,421164814,1,0,2018-12-02,F,24-30,46,2,0,0.0,0,0,0,0
1502875,410136164,0,0,2018-12-02,F,31-40,31,1,29,0.0,0,1,0,0
1851796,647938860,1,0,2018-12-09,M,24-30,281,1,274,0.0,39,6,0,0
3522180,708931176,0,0,2018-12-18,F,18-23,1869,1,3774,9.0,61,25,0,2
3567343,879766750,0,0,2018-12-18,M,41-49,12053,24,44814,41.0,1526,20,7,92
2395426,639718459,1,0,2018-12-10,F,24-30,5785,2,11542,105.0,37,55,2,53
2368887,527433117,1,0,2018-12-17,M,24-30,17317,5,3780011,7999.0,8929,1511,40,0
2740971,892338553,0,0,2018-12-10,F,24-30,10569,2,18691,37.0,2412,139,10,10
3393322,245627257,1,0,2018-12-12,M,31-40,642,1,12,0.0,0,0,0,0
790558,805230014,0,0,2018-12-03,M,24-30,376,1,267,0.0,1,4,0,0
2238235,79509732,1,0,2018-12-13,F,18-23,203,2,167,0.0,5,1,0,0
3430693,395194428,0,0,2018-12-08,M,31-40,3075,2,3485,0.0,157,13,0,0
2713990,775711029,0,0,2018-12-08,F,24-30,4840,2,2667,4.0,24,41,1,8
2213238,2876,1,0,2018-12-11,F,31-40,11229,2,52239,8276.0,5222,262,4,0
2466845,917650477,1,0,2018-12-19,F,41-49,5567,6,3082,0.0,18,91,1,0
621702,224472161,0,0,2018-12-15,F,50+,1022,1,2202,0.0,106,19,0,0
1612664,773915892,1,0,2018-12-14,F,24-30,7079,4,8091,5.0,811,68,0,27
1201632,327328009,1,0,2018-12-20,F,41-49,810,2,110,0.0,1,0,0,0
2945744,625321019,0,0,2018-12-15,M,24-30,273,4,53,0.0,2,0,0,0
1982421,132208719,1,0,2018-12-19,M,31-40,53,1,0,0.0,0,0,0,0
1068219,804817228,0,0,2018-12-02,M,31-40,855,2,29,0.0,0,0,0,0
2145613,719323026,1,0,2018-12-03,F,41-49,131,1,20,0.0,1,1,0,0
330536,167757045,0,0,2018-12-12,M,41-49,2946,2,44845,59.0,862,77,4,0
2337611,431096279,1,0,2018-12-08,F,31-40,9159,3,22414,76.0,2741,254,1,31
1191275,280112178,0,0,2018-12-12,F,24-30,96,1,6,0.0,0,0,0,0
1790422,432597656,0,0,2018-12-08,M,31-40,4817,2,4137,0.0,97,9,1,7
1949797,25308666,0,0,2018-12-16,F,18-23,245,1,162,0.0,77,0,0,0
1327616,750340911,0,0,2018-12-11,F,24-30,136,1,0,0.0,0,0,0,0
593557,125479423,1,0,2018-12-10,F,24-30,3395,6,6973,0.0,79,72,0,0
10102,28420977,1,0,2018-12-06,M,50+,943,7,44,0.0,9,1,0,0
1516515,442898712,0,0,2018-12-02,M,18-23,130,1,0,0.0,0,0,0,0
3336856,56122123,0,0,2018-12-07,M,18-23,16855,12,37748,2740.0,2015,333,2,0
3179625,464999417,1,0,2018-12-15,M,18-23,1241,4,1684,6.0,214,34,1,0
459989,635083957,0,0,2018-12-13,F,24-30,344,1,78,0.0,0,1,0,0
684809,441227869,0,0,2018-12-07,M,24-30,613,2,869,1.0,21,16,0,9
939374,376641974,0,0,2018-12-13,M,24-30,223,1,27,0.0,0,0,0,0
447663,580994012,0,0,2018-12-19,F,24-30,312,1,10,0.0,0,0,0,0
2048538,386295331,1,0,2018-12-05,M,41-49,987,1,18877,0.0,122,14,1,0
1869596,711300353,0,0,2018-12-08,M,41-49,1089,4,392,0.0,41,0,0,0
3055707,45365527,1,0,2018-12-19,F,18-23,2686,1,21240,7994.0,2053,56,0,0
182494,634450388,0,0,2018-12-13,M,24-30,4,1,0,0.0,0,0,0,0
2931293,557993330,1,0,2018-12-11,F,31-40,15891,4,48014,117.0,697,247,15,35
2329756,412613555,1,0,2018-12-03,F,24-30,953,2,466,0.0,228,4,0,0
2981754,746835204,0,0,2018-12-05,F,24-30,790,5,47,0.0,13,0,0,0
874367,131918313,0,0,2018-12-14,F,18-23,2751,1,105909,739.0,2786,278,1,0
233890,800853625,0,0,2018-12-14,M,24-30,2948,1,7276,444.0,85,0,1,0
87976,316173728,1,0,2018-12-12,M,31-40,26,1,0,0.0,0,0,0,0
2604707,405928265,0,0,2018-12-02,M,31-40,1006,2,48,0.0,0,0,0,0
814451,945394740,0,0,2018-12-13,F,31-40,1988,2,3102,11.0,672,34,0,0
3009014,845406443,1,0,2018-12-12,F,18-23,2083,1,2454,43.0,1,33,3,0
2102857,549935327,1,0,2018-12-17,M,31-40,275,1,291,0.0,3,0,0,0
2713552,774285566,0,0,2018-12-17,F,24-30,12,1,0,0.0,0,0,0,0
3077636,117932359,1,0,2018-12-01,F,18-23,2765,5,6129,68.0,224,91,0,0
1631917,851216869,0,0,2018-12-17,F,31-40,18233,2,805791,4.0,19974,960,49,0
1069479,809669530,0,0,2018-12-17,M,18-23,151,1,20,0.0,0,0,0,0
3061875,60675458,1,0,2018-12-13,F,18-23,1333,2,1622,117.0,26,37,1,0
310984,111285071,1,0,2018-12-19,F,31-40,11,1,10,0.0,0,0,0,0
3040140,1128267632,1,0,2018-12-07,M,24-30,605,2,0,0.0,0,0,0,0
2636048,491612409,0,0,2018-12-19,F,41-49,20,1,0,0.0,0,0,0,0
1127321,53476158,0,0,2018-12-01,M,50+,1077,4,1636,2.0,237,9,0,0
1598437,733068839,1,0,2018-12-02,M,41-49,1064,1,2705,2.0,4,12,1,0
2742311,901282787,0,0,2018-12-20,M,24-30,626,7,128,0.0,0,0,0,0
1767639,370806134,0,0,2018-12-09,M,24-30,584,1,2229,29.0,61,10,2,0
1024048,660277001,0,0,2018-12-02,M,24-30,28,1,0,0.0,0,0,0,0
1687505,77822755,0,0,2018-12-08,F,18-23,39,1,14,0.0,4,0,0,0
2274065,204663098,0,0,2018-12-20,M,18-23,438,2,49,0.0,0,3,0,0
2287797,252507479,0,0,2018-12-06,F,18-23,3569,3,6719,52.0,541,85,0,16
847158,45216737,1,0,2018-12-14,M,24-30,216,1,6,0.0,0,0,0,0
852124,56249460,0,0,2018-12-14,M,24-30,87,1,5,0.0,0,0,0,0
1357863,871016518,1,0,2018-12-17,F,24-30,869,1,160,0.0,2,2,0,0
84260,297693565,0,0,2018-12-14,M,24-30,3381,13,4564,0.0,94,38,0,3
